Bet Name,Best,Fair Odds,FD,DK,CZR,MGM,BR,ESPN,PB,PX,NV,ST-NJ,ST-CO,ST-IA,ST-AZ,ST-VA,PPf,PPp
"{'text': 'Sacred Heart', 'is_best': False}","{'text': '+140', 'is_best': False}","{'text': '+144', 'is_best': False}","{'text': '+122', 'is_best': False}","{'text': '+130', 'is_best': False}","{'text': '+130', 'is_best': False}","{'text': '+125', 'is_best': False}","{'text': '+135', 'is_best': False}","{'text': '+140', 'is_best': False}","{'text': '+130', 'is_best': False}","{'text': '+132', 'is_best': False}","{'text': '+128', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}","{'text': '', 'is_best': False}"
